Location_ID,Location_Code,Location_Name,Location_City,Location_Address,Location_IsActive,Workshop_ID,Workshop_Code,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
25,JAM-001,Tata Motors Jamshedpur Plant,"Telco Colony, Jamshedpur, Jharkhand","Telco Colony, Jamshedpur 831004, Jharkhand, India",TRUE,97,JAM-BS-001,,,,
